Index,Rarity,RT_Rarity,Headgear,Facial Hair,Hands,Mouth Accessory,Background,Hair,Body,Eyes,Tattoos,Earring,Clothing,Mouth
2880,250.3508,1037,None,Wise Grey Beard,Holy,None,Vice City Pink,Dreadlocks,Light Brown,Beer Goggles,None,None,Ouch!,Regular
2881,166.8746,1809,None,None,Holy,None,Malibu Blue,Long Red Hair,Dark Brown,Swimmies,None,None,Ape Suit,Killer Smile
2882,258.8821,529,None,Verdi Beard,Rockstar,None,Malibu Blue,Hipster Beanie,Dark Brown,Fear & Loathing,None,None,Paper Hands,Cuban Cigar
2883,131.419,2634,None,None,Rockstar,None,Malibu Blue,Surfer,Light Brown,YOLO-ed life savings,None,None,Turtleneck,Vampire
2884,194.8244,988,Samurai Helmet,None,Holy,None,Orange Sherbet,None,Zombie,The Gambler,None,None,Varsity Jacket,Killer Smile
2885,190.4058,943,None,None,Holy,None,Vice City Pink,Balding,Light Beige,Fear & Loathing,None,Gold Stud & Cross,Cookies N Cream Suit,Regular
2886,147.6489,2164,None,None,Rockstar,None,Baby Yellow,Long Red Hair,Light Brown,Hypnotized,None,None,Exec Suit,Psycho Smile
2887,184.7029,1101,Fast Food Cap,None,Italian,None,Celadon,None,Zombie,Clockwork Orange,None,None,VC Fleece,Killer Smile
2888,185.0437,978,Born To Ape Helmet,None,Rockstar,None,Chrome,Murica,Light Beige,Stoned,None,Silver Ring,Cookies N Cream Suit,Paint Mask
2889,197.3729,1090,Fast Food Cap,None,Rockstar,None,Acquamarine,None,Light Beige,Founder Life,Tear Drop,Double Helix,Rough Night T,Killer Smile
2890,123.5064,2738,None,None,Player,None,Indigo,Black Fro,Light Brown,Angry,None,Helix Set,Analyst Blazer,Regular
2891,153.894,1998,Born To Ape Helmet,None,Italian,None,Chrome,Michael B.,Light Beige,Cyborg,None,None,Analyst Blazer,Drooling
2892,208.6323,434,Pirate,Verdi Beard,Italian,None,Indigo,Michael B.,Psychedelic,Regular,None,Double Helix,VC Fleece,Cuban Cigar
2893,113.5142,2989,None,None,Player,None,Indigo,Luscious Blonde,Light Beige,Stoned,None,None,80s Gym,Drooling
2894,258.0,660,None,Thick Beard,Holy,None,Orange Sherbet,Dreadlocks,Light Beige,AR Glasses,None,None,Army Gear,Cuban Cigar
2895,193.3808,2383,None,Wise Grey Beard,Player,None,Indigo,Luscious Blonde,Light Beige,Black Wayfarer,None,None,Lehman Siblings T,Regular
2896,166.1282,1842,None,None,Rockstar,None,Orange Sherbet,Rainbow Fro,Dark Brown,Black Wayfarer,None,None,Rough Night T,Charming Smile
2897,211.8788,750,None,None,Player,None,Chrome,Punk Mohawk,Dark Brown,Regular,None,Diamond Stud & Cross,Kimono,Paint Mask
2898,269.3419,328,None,None,Rockstar,None,Baby Yellow,Janet Y.,Light Beige,Hypnotized,None,None,Rambo,The pipe
2899,204.2564,895,Samurai Helmet,None,Holy,None,Vice City Pink,None,Dark Brown,Hypnotized,None,None,"""Investor"" T",Psycho Smile
2900,203.6682,721,Gamer Headset,None,Player,None,Chrome,Murica,Light Brown,Possessed,None,None,VC Fleece,420
2901,154.82,2097,Black Beanie,None,Holy,None,Celadon,Michael B.,Light Brown,Possessed,None,None,Samurai,Regular
2902,196.8143,1031,None,None,Player,None,Celadon,Top Knot,Dark Brown,Regular,None,None,"""Investor"" T",Marlboro Red
2903,253.4381,368,None,None,Holy,None,Malibu Blue,Rainbow Fro,Light Beige,Aviators Cyborg,None,Gold Pendant,Degen T,Drooling
2904,115.1311,3053,None,None,Holy,None,Acquamarine,Hipster Beanie,Light Brown,Regular,Rekt,None,Friday Night Blazer,Shocked
2905,179.73,1669,WSC Cap,None,Holy,None,Indigo,None,Light Brown,Regular,Tear Drop,None,XXL Black T,Bubble Gum
2906,8.0,122,None,None,Player,None,Malibu Blue,Fresh Cut,Dark Brown,Stoned,I <3 Mom,None,80s Gym,Killer Smile
2907,216.3948,760,Born To Ape Helmet,None,Rockstar,None,Acquamarine,Balding,Light Brown,Blasé,None,Silver Ring,Paper Hands,Drooling
2908,155.0,178,None,None,Rockstar,None,Baby Yellow,Giga Chad,Light Beige,Founder Life,None,None,80s Disco Suit,Marlboro Red
2909,101.3197,3067,None,None,Holy,None,Chrome,Hipster Beanie,Light Brown,Stoned,None,None,WcDonalds GM,Shocked
2910,160.7502,1955,None,None,Holy,None,Baby Yellow,Fresh Cut,Dark Brown,3D Glasses,None,None,Knight Armor,Killer Smile
2911,156.7084,1983,None,None,Holy,None,Acquamarine,Punk Mohawk,Dark Brown,Founder Life,None,None,Lehman Siblings T,Shocked
2912,237.1828,139,Ninja Mask,None,Player,None,Baby Yellow,None,Light Brown,Black Wayfarer,None,None,80s Gym,None
2913,209.7135,965,None,Verdi Beard,Player,None,Indigo,Luscious Blonde,Robot,Regular,None,Silver Ring,White Polo,Bubble Gum
2914,184.1315,1535,Pirate,Verdi Beard,Holy,None,Baby Yellow,Balding,Dark Brown,Swimmies,None,None,Degen T,Regular
2915,181.6462,1500,None,None,Player,None,Chrome,Fresh Cut,Light Brown,3D Glasses,None,None,Astronaut,Killer Smile
2916,186.3139,1196,Fast Food Cap,None,Holy,None,Orange Sherbet,None,Dark Brown,Blasé,None,None,Kimono,Marlboro Red
2917,105.6401,3037,None,None,Holy,None,Indigo,Mullet,Light Brown,Accountant Rims,None,None,Friday Night Blazer,Regular
2918,163.4601,1624,Ushanka,None,Holy,None,Orange Sherbet,Michael B.,Light Beige,3D Glasses,None,Double Helix,80s Gym,Regular
2919,147.923,2458,BlackBerry Cap,None,Player,None,Celadon,None,Zombie,Regular,Tear Drop,None,Cookies N Cream Suit,Killer Smile
2920,198.1376,2327,None,Wise Grey Beard,Player,None,Baby Yellow,Murica,Dark Brown,Stoned,None,None,Gold Suit,Regular
2921,201.414,1897,Red Beanie,Wise Grey Beard,Holy,None,Chrome,Michael B.,Light Brown,Oval White Glasses,None,None,Playful Shirt,Regular
2922,130.7133,2648,None,None,Player,None,Baby Yellow,Green Fro,Dark Brown,Regular,None,None,Hawaiian Shirt,Killer Smile
2923,132.5154,2978,None,Verdi Beard,Holy,None,Acquamarine,Slicked Back,Light Brown,3D Glasses,None,None,Analyst Blazer,Regular
2924,153.8584,2043,Black Beanie,None,Holy,None,Chrome,Balding,Light Beige,Swimmies,None,None,WSC Black T,Regular
2925,167.706,1537,Pirate,None,Rockstar,None,Chrome,Michael B.,Dark Brown,Black Wayfarer,None,Double Helix,Rambo,Regular
2926,135.5387,2526,None,None,Rockstar,None,Acquamarine,Lil Chaddy,Light Brown,Possessed,None,None,Black Tuxedo,Regular
2927,155.2,2173,None,None,Italian,None,Chrome,Dreadlocks,Dark Brown,Stoned,None,None,Kimono,Psycho Smile
2928,174.6016,1393,Black Beanie,None,Holy,None,Malibu Blue,Michael B.,Light Brown,VR Headset,None,None,Lehman Siblings T,Shocked
2929,173.8738,1485,None,None,Rockstar,None,Vice City Pink,Mullet,Psychedelic,Regular,None,None,Kiss,Drooling
2930,170.8968,1577,None,None,Holy,None,Malibu Blue,Black Fro,Light Beige,Regular,Tear Drop,Helix Set,Blue Jeans Jacket,Psycho Smile
2931,177.2689,1333,Helicopter Cap,None,Holy,None,Orange Sherbet,None,Dark Brown,Cyborg,None,None,80s Disco Suit,Regular
2932,163.2084,2102,None,None,Holy,None,Indigo,Black Fro,Zombie,Swimmies,Rekt,None,Turtleneck,Killer Smile
2933,193.812,924,Ushanka,None,Holy,None,Vice City Pink,Balding,Dark Brown,Angry,None,Diamond Stud & Cross,GME T,Charming Smile
2934,208.3693,1039,Red Beanie,None,Holy,None,Indigo,Michael B.,Dark Brown,Hypnotized,Rekt,None,Paper Hands,Killer Smile
2935,253.4436,452,None,None,Player,None,Chrome,Janet Y.,Light Brown,Accountant Rims,Tear Drop,None,Turtleneck,Cuban Cigar
2936,150.0,194,None,None,Holy,None,Vice City Pink,Black Fro,Light Beige,Cyborg,None,None,Game Over T,Cuban Cigar
2937,132.7214,2650,Fast Food Cap,None,Italian,None,Celadon,None,Light Brown,Accountant Rims,None,None,Analyst Blazer,Drooling
2938,139.2474,2288,Black Beanie,None,Italian,None,Chrome,Michael B.,Light Beige,Possessed,None,Double Helix,WcDonalds GM,Regular
2939,159.025,1816,Oil Tycoon,None,Holy,None,Indigo,Murica,Dark Brown,Angry,None,None,Mustard Polo,Regular
2940,164.0006,1778,None,None,Italian,None,Acquamarine,Hipster Beanie,Robot,Possessed,None,None,Exec Suit,Cuban Cigar
2941,164.1598,1682,None,None,Player,None,Malibu Blue,Mullet,Light Beige,Stoned,None,Double Helix,WSC Red T,Paint Mask
2942,145.3182,2335,None,None,Rockstar,None,Celadon,Luscious Brown,Robot,Black Wayfarer,None,None,This Guy F*cks Suit,Drooling
2943,19.0,6,Bull Horns,None,Player,None,Chrome,Murica,Zombie,Fear & Loathing,None,None,Wen Moon T,Drooling
2944,126.9481,2771,None,None,Rockstar,None,Vice City Pink,Hipster Beanie,Dark Brown,Blasé,None,None,Exec Suit,Drooling
2945,190.4307,1054,None,None,Player,None,Acquamarine,Top Knot,Light Beige,Villain Monocle,None,None,Kiss,Killer Smile
2946,155.7374,2038,Samurai Helmet,None,Player,None,Acquamarine,None,Light Brown,3D Glasses,None,None,Blue Jeans Jacket,Killer Smile
2947,165.9766,1627,Doge Hat,None,Player,None,Orange Sherbet,Michael B.,Dark Brown,Oval White Glasses,None,None,GME T,Bubble Gum
2948,131.1906,2789,WSC Cap,None,Holy,None,Baby Yellow,None,Light Brown,Possessed,Tear Drop,None,WcDonalds GM,Killer Smile
2949,221.5245,1208,None,None,Italian,None,Indigo,Green Fro,Psychedelic,Stoned,Barbed Wire,None,Playful Shirt,Killer Smile
2950,191.2447,1328,None,None,Rockstar,None,Malibu Blue,Michael B.,Light Brown,Aviators Cyborg,Rekt,None,Wen Moon T,Cuban Cigar
2951,130.5767,2655,None,None,Player,None,Malibu Blue,Long Red Hair,Light Beige,YOLO-ed life savings,None,None,Degen T,420
2952,155.1709,2632,None,None,Rockstar,Chad Mask,Orange Sherbet,Hipster Beanie,Light Brown,Regular,None,None,WcDonalds GM,Psycho Smile
2953,201.8658,816,Sombrero,None,Player,None,Baby Yellow,Michael B.,Light Beige,Founder Life,None,None,Playful Shirt,Charming Smile
2954,181.4265,1404,None,None,Italian,None,Baby Yellow,Dreadlocks,Light Beige,AR Glasses,None,None,Kimono,Vampire
2955,119.8656,2839,None,None,Holy,None,Orange Sherbet,Top Knot,Light Brown,Angry,None,None,VC Fleece,Drooling
2956,179.3774,1235,None,None,Holy,None,Celadon,Michael B.,Robot,Fear & Loathing,None,Double Helix,WSC Black T,Charming Smile
2957,180.2335,1282,None,None,Rockstar,None,Acquamarine,Mullet,Light Brown,YOLO-ed life savings,None,Silver Ring,Kimono,Paint Mask
2958,120.3804,2893,None,None,Holy,None,Celadon,Top Knot,Light Brown,Possessed,None,None,WSC Red T,Regular
2959,118.3822,2848,None,None,Holy,None,Vice City Pink,Black Fro,Light Beige,YOLO-ed life savings,None,None,Friday Night Blazer,Cuban Cigar
2960,143.8587,2343,None,None,Player,None,Baby Yellow,Slicked Back,Dark Brown,3D Glasses,None,None,Exec Suit,Psycho Smile
2961,138.9395,2585,None,None,Holy,None,Celadon,Fresh Cut,Light Beige,Stoned,None,None,Knight Armor,Regular
2962,237.9489,582,None,None,Holy,None,Chrome,Luscious Brown,Dark Brown,Aviators Cyborg,Rekt,Silver Ring,Mink Coat,Drooling
2963,215.1116,1058,Helicopter Cap,None,Holy,None,Indigo,None,Dark Brown,Accountant Rims,69,Double Helix,Blue Jeans Jacket,Killer Smile
2964,201.0072,1161,None,Verdi Beard,Player,None,Indigo,Black Fro,Dark Brown,Angry,None,Helix Set,80s Disco Suit,Bubble Gum
2965,160.1813,1868,Oil Tycoon,None,Player,None,Indigo,Michael B.,Light Beige,Regular,None,None,80s Disco Suit,Killer Smile
2966,151.0335,2608,None,Verdi Beard,Player,None,Orange Sherbet,Murica,Light Beige,Swimmies,None,None,Hawaiian Shirt,Bubble Gum
2967,145.6529,2424,None,None,Rockstar,None,Malibu Blue,Long Red Hair,Psychedelic,Stoned,Tear Drop,None,VC Fleece,Killer Smile
2968,162.3504,1825,Samurai Helmet,None,Holy,None,Malibu Blue,None,Light Beige,Founder Life,None,None,Wen Moon T,420
2969,108.4736,3032,None,None,Italian,None,Chrome,Hipster Beanie,Dark Brown,YOLO-ed life savings,None,None,Friday Night Blazer,Shocked
2970,104.0,49,Astronaut Helmet,None,Player,None,Chrome,None,Dark Brown,None,None,None,Rough Night T,None
2971,210.2707,725,Gold Laurel Wreath,None,Holy,None,Acquamarine,Frazzled Bleached,Light Brown,Angry,None,None,Exec Suit,Regular
2972,141.0886,2449,Born To Ape Helmet,None,Holy,None,Malibu Blue,Michael B.,Light Beige,Angry,None,None,Black Jeans Jacket,Killer Smile
2973,161.5559,1653,None,None,Rockstar,None,Vice City Pink,Fresh Cut,Light Brown,Cyborg,None,None,VC Fleece,Cuban Cigar
2974,113.5673,2924,None,None,Player,None,Indigo,Frazzled Bleached,Light Beige,Oval White Glasses,None,None,Cookies N Cream Suit,Charming Smile
2975,129.1133,2948,None,None,Player,None,Vice City Pink,Mullet,Light Beige,Regular,Rekt,None,BTFD T,Regular
2976,177.5518,1363,None,None,Holy,None,Baby Yellow,Michael B.,Light Beige,VR Headset,None,Diamond Stud & Cross,Wen Moon T,Shocked
2977,129.5817,2726,None,None,Player,None,Malibu Blue,Black Fro,Light Beige,AR Glasses,None,None,80s Gym,Charming Smile
2978,189.7358,1285,None,None,Rockstar,None,Vice City Pink,Lil Chaddy,Light Beige,Founder Life,None,None,Paper Hands,Killer Smile
2979,80.1901,3116,None,None,Player,None,Vice City Pink,Michael B.,Dark Brown,Stoned,None,None,Analyst Blazer,Bubble Gum
2980,135.1349,2602,None,None,Holy,None,Chrome,Luscious Brown,Light Beige,The Gambler,None,None,WSC Black T,Regular
2981,117.4877,2881,Black Beanie,None,Rockstar,None,Vice City Pink,Michael B.,Light Beige,Swimmies,None,None,Analyst Blazer,Regular
2982,112.0645,2987,None,None,Rockstar,None,Baby Yellow,Dreadlocks,Dark Brown,Stoned,None,None,Friday Night Blazer,Killer Smile
2983,280.1924,326,None,None,Player,None,Malibu Blue,Dreadlocks,Dark Brown,Regular,None,None,Game Over T,Drooling
2984,227.3734,862,None,Verdi Beard,Italian,None,Indigo,Rainbow Fro,Zombie,Regular,None,Double Helix,Much Wow T,Regular
2985,202.2036,874,Oil Tycoon,None,Holy,None,Malibu Blue,Michael B.,Zombie,Angry,None,None,WSC Black T,Marlboro Red
2986,133.1428,2671,None,None,Player,None,Malibu Blue,Slicked Back,Zombie,Regular,None,None,Dapper Suit,Regular
2987,113.9155,2945,None,None,Holy,None,Indigo,Surfer,Dark Brown,Stoned,None,None,Cookies N Cream Suit,Vampire
2988,164.3317,1688,None,None,Rockstar,None,Malibu Blue,Black Fro,Dark Brown,The Gambler,None,None,GME T,420
2989,136.484,2637,None,None,Rockstar,None,Orange Sherbet,Fresh Cut,Light Brown,Black Wayfarer,None,None,Kimono,Killer Smile
2990,187.1779,1131,None,None,Rockstar,None,Celadon,Michael B.,Light Brown,Clockwork Orange,None,None,Golf Polo,Paint Mask
2991,220.173,716,Fast Food Cap,None,Player,None,Orange Sherbet,None,Light Beige,Stoned,Tear Drop,Gold Pendant,Gala Suit,Regular
2992,187.9969,1184,Samurai Helmet,None,Rockstar,None,Celadon,None,Light Beige,Hypnotized,None,None,Gold Suit,Charming Smile
2993,121.9884,2951,None,None,Player,None,Malibu Blue,Balding,Dark Brown,Stoned,None,None,Rambo,Regular
2994,169.0712,1711,None,None,Italian,None,Malibu Blue,Slicked Back,Light Beige,The Gambler,None,None,Dapper Suit,Killer Smile
2995,129.8804,2594,None,None,Holy,None,Celadon,Green Fro,Light Brown,Black Wayfarer,None,None,WcDonalds GM,Charming Smile
2996,121.5352,2860,None,None,Player,None,Malibu Blue,Luscious Brown,Light Beige,YOLO-ed life savings,None,None,Blood-stained T,420
2997,207.7202,706,Pirate,None,Holy,None,Baby Yellow,Michael B.,Dark Brown,Angry,None,Double Helix,Kiss,Rainbow Grillz
2998,181.6462,1347,None,None,Holy,None,Orange Sherbet,Michael B.,Dark Brown,Accountant Rims,None,Gold Stud & Cross,Gold Suit,Killer Smile
2999,188.5569,1268,None,None,Player,None,Malibu Blue,Lil Chaddy,Light Brown,Oval White Glasses,None,None,Paper Hands,Killer Smile
3000,222.0572,622,None,None,Rockstar,None,Chrome,Fresh Cut,Light Brown,Bezos Glasses,None,None,Blood-stained T,Charming Smile
3001,173.0,738,None,Thick Beard,Player,None,Acquamarine,Dreadlocks,Zombie,Possessed,Full Face,None,Rough Night T,Regular
3002,248.8921,320,Red Beanie,None,Holy,None,Celadon,Balding,Zombie,Stoned,69,Silver Ring,Ape Suit,Regular
3003,122.9712,2757,None,None,Holy,None,Indigo,Fresh Cut,Light Beige,Hypnotized,None,None,WcDonalds GM,Bubble Gum
3004,154.481,1848,None,None,Holy,None,Vice City Pink,Black Fro,Light Beige,Clockwork Orange,None,None,Hawaiian Shirt,Drooling
3005,282.0,162,Sombrero,None,Rockstar,None,Chrome,Michael B.,Dark Brown,Hypnotized,Rekt,Diamond Stud & Cross,Golf Polo,Killer Smile
3006,145.6046,2369,None,None,Rockstar,None,Baby Yellow,Rainbow Fro,Dark Brown,Angry,None,None,Dapper Suit,Psycho Smile
3007,147.2714,2307,None,None,Player,None,Malibu Blue,Balding,Zombie,3D Glasses,None,None,Wen Moon T,Charming Smile
3008,140.7246,2406,None,None,Holy,None,Chrome,Green Fro,Light Beige,Regular,None,None,Blood-stained T,Charming Smile
3009,130.9973,2694,None,None,Player,None,Malibu Blue,Luscious Blonde,Light Brown,Founder Life,None,None,Lehman Siblings T,Charming Smile
3010,151.0644,2121,Black Beanie,None,Holy,None,Chrome,Michael B.,Light Brown,Founder Life,None,None,Lehman Siblings T,Bubble Gum
3011,195.9016,993,None,None,Player,None,Orange Sherbet,Luscious Blonde,Light Brown,VR Headset,None,None,Gold Suit,Vampire
3012,175.779,1409,Samurai Helmet,None,Holy,None,Celadon,None,Dark Brown,The Gambler,None,None,Mustard Polo,Drooling
3013,154.1545,1985,WSC Cap,None,Rockstar,None,Indigo,None,Dark Brown,Accountant Rims,None,None,Black Jeans Jacket,420
3014,243.2691,474,Gamer Headset,None,Rockstar,None,Celadon,Michael B.,Light Brown,Possessed,None,None,"""Investor"" T",Cuban Cigar
3015,155.8621,1937,Red Beanie,None,Player,None,Chrome,Balding,Light Brown,Swimmies,None,None,Mustard Polo,Regular
3016,175.0,86,Astronaut Helmet,None,Player,None,Chrome,None,Light Brown,None,None,None,Hawaiian Shirt,None
3017,245.7495,442,None,None,Player,None,Baby Yellow,Janet Y.,Psychedelic,Regular,None,None,Shark Suit,420
3018,145.3129,2073,None,None,Holy,None,Orange Sherbet,Green Fro,Light Beige,Oval White Glasses,None,Double Helix,WcDonalds GM,Killer Smile
3019,143.5368,2329,None,None,Player,None,Chrome,Hipster Beanie,Dark Brown,3D Glasses,None,None,Varsity Jacket,Charming Smile
3020,153.009,2015,None,None,Holy,None,Celadon,Fresh Cut,Dark Brown,VR Headset,None,None,Shark Suit,Regular
3021,240.2097,134,Ninja Mask,None,Player,None,Acquamarine,None,Light Beige,Founder Life,None,None,Mustard Polo,None
3022,207.8671,741,None,None,Holy,None,Baby Yellow,Luscious Brown,Gold,Stoned,None,Double Helix,Wen Moon T,Bubble Gum
3023,238.3048,509,None,None,Player,None,Indigo,Janet Y.,Dark Brown,Hypnotized,None,None,Varsity Jacket,Regular
3024,146.909,2467,None,None,Player,None,Malibu Blue,Mullet,Dark Brown,Founder Life,None,None,Ouch!,Regular
3025,150.63,2065,Helicopter Cap,None,Rockstar,None,Orange Sherbet,None,Dark Brown,AR Glasses,None,None,BTFD T,Charming Smile
3026,109.0136,3026,None,None,Holy,None,Chrome,Slicked Back,Light Beige,Angry,None,None,WSC Trader,Psycho Smile
3027,127.4529,2641,Black Beanie,None,Player,None,Acquamarine,Murica,Dark Brown,Blasé,None,None,Cookies N Cream Suit,Killer Smile
3028,133.8778,2609,None,None,Player,None,Indigo,Frazzled Bleached,Dark Brown,Black Wayfarer,None,None,Mustard Polo,Charming Smile
3029,174.5547,1241,Pirate,None,Holy,None,Vice City Pink,Balding,Dark Brown,Regular,None,Diamond Stud & Cross,Playful Shirt,Regular
3030,175.3869,1379,None,None,Rockstar,None,Vice City Pink,Punk Mohawk,Dark Brown,Black Wayfarer,None,Silver Ring,Hodl 2 Moon T,Charming Smile
3031,98.7956,3093,None,None,Holy,None,Chrome,Balding,Dark Brown,Stoned,None,None,WcDonalds GM,Bubble Gum
3032,136.5603,2365,None,None,Holy,None,Indigo,Luscious Brown,Dark Brown,Cyborg,None,None,VC Fleece,Shocked
3033,123.568,2743,None,None,Rockstar,None,Malibu Blue,Long Red Hair,Light Brown,Hypnotized,None,None,WcDonalds GM,Shocked
3034,160.1878,1893,None,None,Player,None,Celadon,Long Red Hair,Dark Brown,Accountant Rims,None,None,Trench Coat,420
3035,137.2819,2413,WSC Cap,None,Holy,None,Indigo,None,Light Beige,Angry,None,None,Cookies N Cream Suit,Rainbow Grillz
3036,191.3771,1132,Wolf,None,Holy,None,Indigo,None,Light Brown,Accountant Rims,None,None,Rough Night T,Regular
3037,159.3707,1863,None,None,Player,None,Indigo,Luscious Blonde,Light Brown,Accountant Rims,None,None,Mustard Polo,Rainbow Grillz
3038,98.0,199,Born To Ape Helmet,None,Holy,None,Malibu Blue,Michael B.,Light Beige,Villain Monocle,Bowie,None,Emperor Gown,Charming Smile
3039,230.2054,849,Wolf,None,Holy,None,Orange Sherbet,None,Dark Brown,Villain Monocle,69,None,WSC Trader,420
3040,202.9788,868,Ushanka,None,Holy,None,Orange Sherbet,Balding,Light Brown,AR Glasses,None,None,Blood-stained T,Rainbow Grillz
3041,155.8496,1864,None,None,Holy,None,Chrome,Luscious Blonde,Light Beige,Accountant Rims,Tear Drop,Helix Set,Friday Night Blazer,Shocked
3042,236.2275,414,Robin Hood Hat,None,Holy,None,Celadon,Balding,Dark Brown,Swimmies,None,Diamond Stud & Cross,Friday Night Blazer,Killer Smile
3043,172.7429,1487,None,None,Player,None,Orange Sherbet,Punk Mohawk,Robot,3D Glasses,None,None,Blue Jeans Jacket,Psycho Smile
3044,149.856,2014,None,None,Holy,None,Acquamarine,Michael B.,Dark Brown,Swimmies,None,Silver Ring,BTFD T,Rainbow Grillz
3045,195.7844,2206,None,Wise Grey Beard,Holy,None,Celadon,Frazzled Bleached,Light Brown,AR Glasses,None,None,Playful Shirt,Regular
3046,166.5499,1932,None,None,Player,None,Malibu Blue,Fresh Cut,Light Beige,YOLO-ed life savings,Tear Drop,None,Kiss,Drooling
3047,138.1286,2605,None,None,Player,None,Orange Sherbet,Luscious Brown,Light Brown,Black Wayfarer,None,None,Trench Coat,Killer Smile
3048,139.0419,2415,None,None,Rockstar,None,Acquamarine,Lil Chaddy,Dark Brown,Accountant Rims,None,None,Black Tuxedo,Regular
3049,239.545,795,None,None,Player,None,Baby Yellow,Luscious Brown,Light Brown,Aviators Cyborg,Bowie,None,Golf Polo,Cuban Cigar
3050,174.0177,1968,Helicopter Cap,Verdi Beard,Player,None,Malibu Blue,None,Light Brown,Founder Life,None,None,Playful Shirt,Charming Smile
3051,232.6475,597,Ushanka,None,Holy,None,Indigo,Balding,Robot,Regular,None,None,Astronaut,Vampire
3052,147.242,2452,None,None,Player,None,Acquamarine,Long Red Hair,Light Brown,Angry,None,None,Ouch!,Shocked
3053,172.2286,2440,None,None,Rockstar,None,Orange Sherbet,Surfer,Light Brown,Stoned,Bowie,None,Dapper Suit,Charming Smile
3054,203.863,916,Fast Food Cap,None,Italian,None,Indigo,None,Light Beige,Black Wayfarer,Tear Drop,Silver Ring,WSC Trader,Marlboro Red
3055,214.614,1312,Fast Food Cap,None,Player,None,Malibu Blue,None,Light Brown,Accountant Rims,69,None,Golf Polo,Shocked
3056,95.0,140,None,None,Holy,None,Acquamarine,Fresh Cut,Gold,Founder Life,None,None,Yakuza,420
3057,280.1794,425,None,None,Holy,None,Indigo,Frazzled Bleached,Dark Brown,3D Glasses,None,None,Robin Hood,Regular
3058,140.2846,2547,None,None,Holy,None,Orange Sherbet,Fresh Cut,Light Beige,Regular,None,None,Golf Polo,420
3059,222.8028,615,Gamer Headset,None,Holy,None,Chrome,Michael B.,Light Brown,Swimmies,None,None,Gold Suit,Shocked
3060,141.8944,2463,None,None,Italian,None,Baby Yellow,Slicked Back,Dark Brown,AR Glasses,None,None,Black Tuxedo,420
3061,155.1762,1927,None,None,Holy,None,Vice City Pink,Frazzled Bleached,Light Beige,Regular,None,None,Exec Suit,Paint Mask
3062,181.3691,1116,Gamer Headset,None,Holy,None,Baby Yellow,Murica,Light Beige,Accountant Rims,None,None,Cookies N Cream Suit,Regular
3063,227.4764,1052,None,None,Rockstar,None,Malibu Blue,Mullet,Dark Brown,Cyborg,Full Face,None,Samurai,Bubble Gum
3064,145.1369,2681,None,None,Holy,None,Acquamarine,Surfer,Light Brown,Regular,Rekt,None,Kimono,Bubble Gum
3065,163.185,1820,None,None,Player,None,Chrome,Luscious Brown,Light Beige,Angry,None,None,Knight Armor,Rainbow Grillz
3066,120.6101,2920,WSC Cap,None,Italian,None,Chrome,None,Dark Brown,Blasé,None,None,Cookies N Cream Suit,Killer Smile
3067,122.1931,2805,None,None,Rockstar,None,Orange Sherbet,Surfer,Light Beige,Black Wayfarer,None,None,VC Fleece,Killer Smile
3068,158.7549,1822,None,None,Player,None,Vice City Pink,Luscious Brown,Robot,YOLO-ed life savings,None,Diamond Stud & Cross,Hodl 2 Moon T,Regular
3069,201.2487,931,Helicopter Cap,None,Holy,None,Celadon,None,Light Beige,AR Glasses,None,Silver Ring,Army Gear,Regular
3070,136.5376,2414,None,None,Player,None,Vice City Pink,Frazzled Bleached,Dark Brown,Regular,None,None,WSC Trader,Paint Mask
3071,244.3315,512,None,None,Player,None,Malibu Blue,Lil Chaddy,Dark Brown,Aviators Cyborg,Rekt,None,White Polo,Killer Smile
3072,233.9503,449,Red Beanie,None,Player,None,Orange Sherbet,Balding,Robot,Accountant Rims,None,Gold Pendant,BTFD T,Regular
3073,166.4386,1999,None,None,Player,None,Vice City Pink,Fresh Cut,Dark Brown,Accountant Rims,None,None,Paper Hands,Regular
3074,105.7047,3013,None,None,Holy,None,Indigo,Frazzled Bleached,Light Beige,Swimmies,None,None,Analyst Blazer,Regular
3075,105.4836,3044,None,None,Rockstar,None,Celadon,Balding,Light Beige,Regular,None,Silver Ring,Friday Night Blazer,Drooling
3076,239.0708,734,Gamer Headset,None,Player,None,Celadon,Michael B.,Dark Brown,Accountant Rims,Barbed Wire,None,VC Fleece,Killer Smile
3077,196.0,96,Gorilla,None,Rockstar,None,Acquamarine,None,Light Beige,None,None,None,Playful Shirt,None
3078,122.8134,3066,None,Verdi Beard,Holy,None,Acquamarine,Hipster Beanie,Dark Brown,Regular,None,None,WSC Trader,Charming Smile
3079,141.1739,2450,Ushanka,None,Holy,None,Chrome,Michael B.,Light Brown,Stoned,Tear Drop,None,WcDonalds GM,Bubble Gum
3080,180.2117,1941,Black Beanie,None,Holy,None,Indigo,Michael B.,Dark Brown,Blasé,Bowie,None,Cookies N Cream Suit,Vampire
3081,124.0368,2944,None,None,Holy,None,Chrome,Long Red Hair,Light Beige,Black Wayfarer,Tear Drop,None,WSC Trader,Charming Smile
3082,141.1122,2210,None,None,Player,None,Vice City Pink,Punk Mohawk,Dark Brown,Swimmies,None,Double Helix,Friday Night Blazer,Regular
